FullName,Direction,Name,Suffix,SuffixDirection,MinAddress,MaxAddress
E DELAWARE PL,E,DELAWARE,PL, ,1,299
W DELAWARE PL,W,DELAWARE,PL, ,1,599
N DELPHIA AVE,N,DELPHIA,AVE, ,4500,5599
W DEMING PL,W,DEMING,PL, ,400,5399
S DENVIR AVE,S,DENVIR,AVE, ,500,599
N DES PLAINES RIVER,N,DES PLAINES RIVER, , ,3300,5999
N DESPLAINES RD,N,DESPLAINES,RD, ,5200,5229
S DESPLAINES ST,S,DESPLAINES,ST, ,1,2099
W DEVON AVE,W,DEVON,AVE, ,1200,7799
N DEWITT PL,N,DEWITT,PL, ,830,931
W DICKENS AVE,W,DICKENS,AVE, ,319,7199
W DICKENS BLVD,W,DICKENS,BLVD, ,300,318
W DICKENS DR,W,DICKENS,DR, ,275,299
N DICKINSON AVE,N,DICKINSON,AVE, ,4100,4199
W DIVERSEY AVE,W,DIVERSEY,AVE, ,2218,7199
W DIVERSEY DR,W,DIVERSEY,DR, ,100,240
W DIVERSEY PKWY,W,DIVERSEY,PKWY, ,241,2225
W DIVERSEY SCHOOL CT,W,DIVERSEY SCHOOL,CT, ,1100,1199
E DIVISION ST,E,DIVISION,ST, ,1,99
N DIVISION ST,N,DIVISION,ST, ,4200,4399
W DIVISION ST,W,DIVISION,ST, ,1,5999
S DOBSON AVE,S,DOBSON,AVE, ,7100,13357
N DOMINICK ST,N,DOMINICK,ST, ,2000,2243
S DORCHESTER AVE,S,DORCHESTER,AVE, ,4729,10099
S DOTY AVE W,S,DOTY,AVE,W,10650,13399
S DOTY AVE E,S,DOTY,AVE,E,10300,13699
W DOUGLAS BLVD,W,DOUGLAS,BLVD, ,3100,3799
W DOUGLAS DR,W,DOUGLAS,DR, ,3029,3099
N DOVER ST,N,DOVER,ST, ,4400,4799
N DOWAGIAC AVE,N,DOWAGIAC,AVE, ,6700,6999
S DR MARTIN LUTHER KING JR DR W,S,DR MARTIN LUTHER KING JR,DR,W,3514,5098
S DR MARTIN LUTHER KING JR DR E,S,DR MARTIN LUTHER KING JR,DR,E,3509,5099
S DR MARTIN LUTHER KING JR DR,S,DR MARTIN LUTHER KING JR,DR, ,2200,13498
N DRAKE AVE,N,DRAKE,AVE, ,400,6399
S DRAKE AVE,S,DRAKE,AVE, ,1400,11499
W DRAPER ST,W,DRAPER,ST, ,1200,1299
S DREW ST,S,DREW,ST, ,10500,10899
S DREXEL AVE,S,DREXEL,AVE, ,5100,13099
S DREXEL BLVD,S,DREXEL,BLVD, ,3901,5099
E DREXEL SQUARE DR,E,DREXEL SQUARE,DR, ,800,899
W DRUMMOND PL,W,DRUMMOND,PL, ,500,5599
S DUNBAR AVE,S,DUNBAR,AVE, ,9200,9299
W EARLY AVE,W,EARLY,AVE, ,1200,1399
N EAST CIRCLE AVE,N,EAST CIRCLE,AVE, ,5700,5999
N EAST DRIVE OF OAKLEY AVE,N,EAST DRIVE OF OAKLEY,AVE, ,2129,2233
S EAST END AVE,S,EAST END,AVE, ,4900,9399
N EAST RIVER RD,N,EAST RIVER,RD, ,4400,5999
S EAST VIEW PARK,S,EAST VIEW PARK, , ,5400,5499
E EASTGATE PL,E,EASTGATE,PL, ,344,399
N EASTLAKE TER,N,EASTLAKE,TER, ,7500,7799
W EASTMAN ST,W,EASTMAN,ST, ,700,1129
W EASTWOOD AVE,W,EASTWOOD,AVE, ,800,6399
S EBERHART AVE,S,EBERHART,AVE, ,3124,13399
S EDBROOKE AVE,S,EDBROOKE,AVE, ,10500,13360
W EDDY ST,W,EDDY,ST, ,1100,6399
N EDENS EXPY OB,N,EDENS,EXPY,OB,4415,6401
N EDENS EXPY IB,N,EDENS,EXPY,IB,4326,6499
N EDENS PKWY,N,EDENS,PKWY, ,5400,5499
N EDENS CALDWELL ER,N,EDENS CALDWELL,ER, ,6000,6099
N EDENS CALDWELL AV ER,N,EDENS CALDWELL AV,ER, ,5900,6099
N EDENS CICERO AV XR,N,EDENS CICERO AV,XR, ,5430,5699
N EDENS ELSTON AV ER,N,EDENS ELSTON AV,ER, ,4930,5099
N EDENS FOSTER AV ER,N,EDENS FOSTER AV,ER, ,5200,5299
N EDENS FOSTER AV XR,N,EDENS FOSTER AV,XR, ,5200,5299
N EDENS OB ER,N,EDENS OB,ER, ,4404,4641
N EDENS PETERSON AV ER,N,EDENS PETERSON AV,ER, ,6000,6099
N EDENS PETERSON AV XR,N,EDENS PETERSON AV,XR, ,5900,6099
N EDENS WILSON AV ER,N,EDENS WILSON AV,ER, ,4600,4799
N EDENS WILSON AV XR,N,EDENS WILSON AV,XR, ,4449,4599
N EDGEBROOK TER,N,EDGEBROOK,TER, ,6700,6799
W EDGEWATER AVE,W,EDGEWATER,AVE, ,1400,1699
W EDMAIRE ST,W,EDMAIRE,ST, ,1655,2023
W EDMUNDS ST,W,EDMUNDS,ST, ,5400,5599
N EDWARD CT,N,EDWARD,CT, ,2100,2159
S EDWARD BARRON DR,S,EDWARD BARRON,DR, ,9500,9599
S EGGLESTON AVE,S,EGGLESTON,AVE, ,5900,12999
W EISENHOWER EXPY OB,W,EISENHOWER,EXPY,OB,200,5999
W EISENHOWER EXPY IB,W,EISENHOWER,EXPY,IB,200,5999
W EISENHOWER ASHLAND AV ER,W,EISENHOWER ASHLAND AV,ER, ,1430,1599
W EISENHOWER ASHLAND AV XR,W,EISENHOWER ASHLAND AV,XR, ,1400,2199
W EISENHOWER AUSTIN BV ER,W,EISENHOWER AUSTIN BV,ER, ,5832,5999
W EISENHOWER AUSTIN BV XR,W,EISENHOWER AUSTIN BV,XR, ,5831,5999
W EISENHOWER CALIFORNIA AV ER,W,EISENHOWER CALIFORNIA AV,ER, ,2620,2799
W EISENHOWER CALIFORNIA AV XR,W,EISENHOWER CALIFORNIA AV,XR, ,2622,2799
S EISENHOWER CANAL ER,S,EISENHOWER CANAL,ER, ,400,431
S EISENHOWER CANAL XR,S,EISENHOWER CANAL,XR, ,506,535
W EISENHOWER CANAL ST ER,W,EISENHOWER CANAL ST,ER, ,504,599
W EISENHOWER CANAL ST XR,W,EISENHOWER CANAL ST,XR, ,504,599
W EISENHOWER CENTRAL AV ER,W,EISENHOWER CENTRAL AV,ER, ,5336,5699
W EISENHOWER CENTRAL AV XR,W,EISENHOWER CENTRAL AV,XR, ,5334,5799
W EISENHOWER CICERO AV ER,W,EISENHOWER CICERO AV,ER, ,4821,5099
S GENOA AVE,S,GENOA,AVE, ,8700,9999
W EISENHOWER CICERO AV XR,W,EISENHOWER CICERO AV,XR, ,4828,5099
W EISENHOWER DAMEN AV ER OB,W,EISENHOWER DAMEN AV,ER,OB,2002,2099
W EISENHOWER DAMEN AV ER,W,EISENHOWER DAMEN AV,ER, ,1844,2399
W EISENHOWER DAMEN AV XR,W,EISENHOWER DAMEN AV,XR, ,1830,2135
S EISENHOWER EXPY ER,S,EISENHOWER EXPY,ER, ,204,1199
W EISENHOWER EXPY ER,W,EISENHOWER EXPY,ER, ,814,899
W EISENHOWER FRANKLIN ST ER,W,EISENHOWER FRANKLIN ST,ER, ,211,499
W EISENHOWER FRANKLIN ST XR,W,EISENHOWER FRANKLIN ST,XR, ,500,599
W EISENHOWER HOMAN AV ER,W,EISENHOWER HOMAN AV,ER, ,3204,3399
W EISENHOWER HOMAN AV XR,W,EISENHOWER HOMAN AV,XR, ,3204,3399
W EISENHOWER IB DAN RYAN ER OB,W,EISENHOWER IB DAN RYAN,ER,OB,820,899
S EISENHOWER IB DAN RYAN OB ER,S,EISENHOWER IB DAN RYAN OB,ER, ,500,619
S EISENHOWER IB KENNEDY OB ER,S,EISENHOWER IB KENNEDY OB,ER, ,290,505
S EUCLID AVE,S,EUCLID,AVE, ,6700,9699
W EISENHOWER IB KENNEDY OB ER,W,EISENHOWER IB KENNEDY OB,ER, ,506,899
W EISENHOWER INDEPENDENCE BL ER,W,EISENHOWER INDEPENDENCE BL,ER, ,3605,3998
W EISENHOWER INDEPENDENCE BL XR,W,EISENHOWER INDEPENDENCE BL,XR, ,3604,3999
W EISENHOWER KOSTNER AV ER,W,EISENHOWER KOSTNER AV,ER, ,4232,4399
W EISENHOWER KOSTNER AV XR,W,EISENHOWER KOSTNER AV,XR, ,4146,4399
W EISENHOWER LARAMIE AV ER,W,EISENHOWER LARAMIE AV,ER, ,5027,5099
W EISENHOWER LARAMIE AV XR,W,EISENHOWER LARAMIE AV,XR, ,5020,5099
W EISENHOWER MORGAN ST XR,W,EISENHOWER MORGAN ST,XR, ,900,999
W EISENHOWER OAKLEY BL ER,W,EISENHOWER OAKLEY BL,ER, ,2200,2299
W EISENHOWER OAKLEY BL XR,W,EISENHOWER OAKLEY BL,XR, ,2200,2299
S EISENHOWER OB KENNEDY OB ER,S,EISENHOWER OB KENNEDY OB,ER, ,320,499
W EISENHOWER PAULINA ST ER,W,EISENHOWER PAULINA ST,ER, ,1710,1899
W EISENHOWER PAULINA ST XR,W,EISENHOWER PAULINA ST,XR, ,1710,1899
W EISENHOWER RACINE AV ER,W,EISENHOWER RACINE AV,ER, ,1000,1399
W EISENHOWER RACINE AV XR,W,EISENHOWER RACINE AV,XR, ,1246,1399
W EISENHOWER SACRAMENTO AV ER,W,EISENHOWER SACRAMENTO AV,ER, ,3007,3199
W EISENHOWER SACRAMENTO AV XR,W,EISENHOWER SACRAMENTO AV,XR, ,3000,3199
S EISENHOWER TAYLOR ST XR,S,EISENHOWER TAYLOR ST,XR, ,746,999
W EISENHOWER WACKER DR ER,W,EISENHOWER WACKER DR,ER, ,208,499
W EISENHOWER WESTERN AV ER,W,EISENHOWER WESTERN AV,ER, ,2430,2599
W EISENHOWER WESTERN AV XR,W,EISENHOWER WESTERN AV,XR, ,2424,2599
N ELAINE PL,N,ELAINE,PL, ,3400,3499
N ELBRIDGE AVE,N,ELBRIDGE,AVE, ,3000,3099
S ELEANOR ST,S,ELEANOR,ST, ,2500,2899
S ELIAS CT,S,ELIAS,CT, ,2900,2999
N ELIZABETH ST,N,ELIZABETH,ST, ,1,933
S ELIZABETH ST,S,ELIZABETH,ST, ,4700,12299
N ELK GROVE AVE,N,ELK GROVE,AVE, ,1400,1599
W ELLEN ST,W,ELLEN,ST, ,1714,1999
S ELLIOTT AVE,S,ELLIOTT,AVE, ,8110,8199
S ELLIS AVE,S,ELLIS,AVE, ,2600,13299
S ELLSWORTH DR,S,ELLSWORTH,DR, ,5100,5499
E ELM ST,E,ELM,ST, ,1,99
W ELM ST,W,ELM,ST, ,1,699
W ELMDALE AVE,W,ELMDALE,AVE, ,1200,1599
S ELSDON AVE,S,ELSDON,AVE, ,5400,5446
N ELSTON AVE,N,ELSTON,AVE, ,825,6199
S EMERALD AVE,S,EMERALD,AVE, ,1400,12999
S EMERALD DR,S,EMERALD,DR, ,6200,6499
N EMMETT ST,N,EMMETT,ST, ,2600,2699
W ENGLEWOOD AVE,W,ENGLEWOOD,AVE, ,244,759
E ERIE ST,E,ERIE,ST, ,1,499
W ERIE ST,W,ERIE,ST, ,1,5999
S ERIKSEN DR,S,ERIKSEN,DR, ,3100,3199
N ERNST CT,N,ERNST,CT, ,856,999
S ESCANABA AVE,S,ESCANABA,AVE, ,7810,13299
S ESMOND ST,S,ESMOND,ST, ,10920,11199
S ESSEX AVE,S,ESSEX,AVE, ,7500,9399
W ESTES AVE,W,ESTES,AVE, ,1300,7599
S EUCLID PKWY,S,EUCLID,PKWY, ,7400,7499
W EUGENIE ST,W,EUGENIE,ST, ,138,599
S EVANS AVE,S,EVANS,AVE, ,3800,13499
E EVANS CT,E,EVANS,CT, ,100,121
W EVELYN LN,W,EVELYN,LN, ,8700,8799
W EVERELL AVE,W,EVERELL,AVE, ,7200,7699
S EVERETT AVE,S,EVERETT,AVE, ,5400,5599
S EVERETT DR,S,EVERETT,DR, ,5600,5699
W EVERGREEN AVE,W,EVERGREEN,AVE, ,200,3599
S EWING AVE,S,EWING,AVE, ,9200,12099
S EXCHANGE AVE,S,EXCHANGE,AVE, ,7101,13299
W EXCHANGE AVE,W,EXCHANGE,AVE, ,800,1199
W FAIR PL,W,FAIR,PL, ,700,799
N FAIRBANKS CT,N,FAIRBANKS,CT, ,528,799
N FAIRFIELD AVE,N,FAIRFIELD,AVE, ,200,7431
S FAIRFIELD AVE,S,FAIRFIELD,AVE, ,900,11499
W FAIRHOPE AVE,W,FAIRHOPE,AVE, ,12214,12399
N FAIRVIEW AVE,N,FAIRVIEW,AVE, ,5544,5670
W FARGO AVE,W,FARGO,AVE, ,1300,7750
W FARRAGUT AVE,W,FARRAGUT,AVE, ,1400,9899
S FARRAGUT DR,S,FARRAGUT,DR, ,7800,7899
S FARRAR DR,S,FARRAR,DR, ,1231,1899
S FARRELL ST,S,FARRELL,ST, ,2600,3099
W FARWELL AVE,W,FARWELL,AVE, ,1100,7399
S FEDERAL ST,S,FEDERAL,ST, ,300,5499
N FELTON CT,N,FELTON,CT, ,1126,1199
W FERDINAND ST,W,FERDINAND,ST, ,1400,5499
N FERN CT,N,FERN,CT, ,1700,1799
N FIELD BLVD,N,FIELD,BLVD, ,150,312
S FIELDING AVE,S,FIELDING,AVE, ,7700,7899
W FIFTH AVE,W,FIFTH,AVE, ,2801,4998
W FILLMORE ST,W,FILLMORE,ST, ,1300,5999
S FINANCIAL PL,S,FINANCIAL,PL, ,300,999
E FINSBURY CT,E,FINSBURY,CT, ,343,368
W FITCH AVE,W,FITCH,AVE, ,2400,7399
W FLETCHER ST,W,FLETCHER,ST, ,819,6999
W FLOURNOY ST,W,FLOURNOY,ST, ,1200,5599
S FORD AVE,S,FORD,AVE, ,2200,2299
W FORD CITY DR,W,FORD CITY,DR, ,4001,4399
S FORD CITY DR ER,S,FORD CITY DR,ER, ,7632,7699
W FORD CITY DR ER,W,FORD CITY DR,ER, ,4000,4098
S FORD CITY DR XR,S,FORD CITY DR,XR, ,7601,7699
W FORD CITY DR XR,W,FORD CITY DR,XR, ,4000,4199
E FOREMAN DR,E,FOREMAN,DR, ,3730,3999
S FOREST AVE,S,FOREST,AVE, ,9141,13599
N FOREST GLEN AVE,N,FOREST GLEN,AVE, ,5270,6254
W FOREST PRESERVE AVE,W,FOREST PRESERVE,AVE, ,6700,8899
N FORESTVIEW AVE,N,FORESTVIEW,AVE, ,4420,4699
S FORK CHICAGO RIVER,S,FORK CHICAGO RIVER, , ,2615,3799
S FORRESTVILLE AVE,S,FORRESTVILLE,AVE, ,4300,13299
S FORT DEARBORN,S,FORT DEARBORN, , ,2300,3059
W FOSTER AVE,W,FOSTER,AVE, ,853,9999
W FOSTER DR,W,FOSTER,DR, ,600,852
W FOSTER PL,W,FOSTER,PL, ,7101,7199
W FRANCIS PL,W,FRANCIS,PL, ,2600,2799
N FRANCISCO AVE,N,FRANCISCO,AVE, ,1,7599
S FRANCISCO AVE,S,FRANCISCO,AVE, ,1,10299
W FRANKLIN BLVD N,W,FRANKLIN,BLVD,N,3028,3598
W FRANKLIN BLVD S,W,FRANKLIN,BLVD,S,3033,3599
W FRANKLIN BLVD,W,FRANKLIN,BLVD, ,3000,3631
N FRANKLIN ST,N,FRANKLIN,ST, ,1,931
S FRANKLIN ST,S,FRANKLIN,ST, ,1,599
S FRANKLIN EXT STEVENSON OB ER,S,FRANKLIN EXT STEVENSON OB,ER, ,2350,2437
W FRANKLIN EXT STEVENSON OB ER,W,FRANKLIN EXT STEVENSON OB,ER, ,200,349
N FREMONT ST,N,FREMONT,ST, ,1500,3999
S FRONT AVE,S,FRONT,AVE, ,11300,12131
S FRONTENAC AVE,S,FRONTENAC,AVE, ,6000,6029
N FRONTIER AVE,N,FRONTIER,AVE, ,1140,1534
W FRY ST,W,FRY,ST, ,900,1599
W FULLER ST,W,FULLER,ST, ,1300,1599
W FULLERTON AVE,W,FULLERTON,AVE, ,700,6633
W FULLERTON DR,W,FULLERTON,DR, ,30,299
W FULLERTON PKWY,W,FULLERTON,PKWY, ,300,699
W FULTON BLVD,W,FULTON,BLVD, ,3000,3599
W FULTON DR,W,FULTON,DR, ,3600,3613
W FULTON ST,W,FULTON,ST, ,500,5999
W FULTON MARKET,W,FULTON MARKET, , ,640,1299
W GALE ST,W,GALE,ST, ,5300,5499
W GALEWOOD AVE,W,GALEWOOD,AVE, ,0,5429
E GARFIELD BLVD,E,GARFIELD,BLVD, ,1,499
W GARFIELD BLVD,W,GARFIELD,BLVD, ,1,2399
W GARFIELD SQUARE DR,W,GARFIELD SQUARE,DR, ,3600,3632
N GARLAND CT,N,GARLAND,CT, ,1,299
N GARVEY CT,N,GARVEY,CT, ,200,299
N GENEVA TER,N,GENEVA,TER, ,2201,2699
W GEORGE ST,W,GEORGE,ST, ,800,7199
W GERMANIA PL,W,GERMANIA,PL, ,100,139
W GETTYSBURG ST,W,GETTYSBURG,ST, ,5400,5599
W GIDDINGS ST,W,GIDDINGS,ST, ,2000,6399
S GILBERT CT,S,GILBERT,CT, ,8404,8499
S GILES AVE,S,GILES,AVE, ,3100,3899
S GIVINS CT,S,GIVINS,CT, ,8500,8599
W GLADYS AVE,W,GLADYS,AVE, ,700,5599
W GLENLAKE AVE,W,GLENLAKE,AVE, ,900,7819
S GLENROY AVE,S,GLENROY,AVE, ,10500,10859
N GLENWOOD AVE,N,GLENWOOD,AVE, ,4900,7137
E GOETHE ST,E,GOETHE,ST, ,1,99
W GOETHE ST,W,GOETHE,ST, ,1,499
S GOLE DR,S,GOLE,DR, ,220,499
W GOLE DR,W,GOLE,DR, ,5700,5745
W GOODMAN ST,W,GOODMAN,ST, ,5600,5733
W GORDON TER,W,GORDON,TER, ,631,999
W GOVERNORS PKWY,W,GOVERNORS,PKWY, ,3400,3599
W GRACE ST,W,GRACE,ST, ,600,8399
S GRADY CT,S,GRADY,CT, ,2800,2899
E GRAND AVE,E,GRAND,AVE, ,1,999
W GRAND AVE,W,GRAND,AVE, ,1,7199
W GRANT PL,W,GRANT,PL, ,400,599
W GRANVILLE AVE,W,GRANVILLE,AVE, ,900,4399
S GRATTEN AVE,S,GRATTEN,AVE, ,3000,3099
N GREEN ST,N,GREEN,ST, ,1,899
S GREEN ST,S,GREEN,ST, ,1,12935
S GREEN BAY AVE,S,GREEN BAY,AVE, ,8300,13599
W GREENLEAF AVE,W,GREENLEAF,AVE, ,1200,7399
N GREENVIEW AVE,N,GREENVIEW,AVE, ,800,7699
S GREENWOOD AVE,S,GREENWOOD,AVE, ,4200,13399
W GREGORY ST,W,GREGORY,ST, ,1400,8799
W GRENSHAW ST,W,GRENSHAW,ST, ,540,4599
N GRESHAM AVE,N,GRESHAM,AVE, ,2900,3099
S GROVE ST,S,GROVE,ST, ,1600,2999
E GROVELAND PARK,E,GROVELAND PARK, , ,600,699
W GROVER ST,W,GROVER,ST, ,5620,5799
S GULLIKSON RD,S,GULLIKSON,RD, ,6200,6299
W GUNNISON ST,W,GUNNISON,ST, ,751,7198
E HADDOCK PL,E,HADDOCK,PL, ,1,99
W HADDOCK PL,W,HADDOCK,PL, ,100,299
W HADDON AVE,W,HADDON,AVE, ,1500,5599
W HAFT ST,W,HAFT,ST, ,6342,6399
W HAINES ST,W,HAINES,ST, ,800,1099
S HALE AVE,S,HALE,AVE, ,10220,11899
S HALSTED PKWY E,S,HALSTED,PKWY,E,6129,6141
S HALSTED PKWY,S,HALSTED,PKWY, ,6116,6599
N HALSTED ST,N,HALSTED,ST, ,1,3799
S HALSTED ST,S,HALSTED,ST, ,1,12999
N HAMILTON AVE,N,HAMILTON,AVE, ,2200,7399
S HAMILTON AVE,S,HAMILTON,AVE, ,200,10699
S HAMLET AVE,S,HAMLET,AVE, ,11100,11238
N HAMLIN AVE,N,HAMLIN,AVE, ,300,6399
S HAMLIN AVE,S,HAMLIN,AVE, ,1400,11499
N HAMLIN BLVD,N,HAMLIN,BLVD, ,1,299
S HAMLIN BLVD,S,HAMLIN,BLVD, ,1,599
N HAMPDEN CT,N,HAMPDEN,CT, ,2600,2799
W HANSON AVE,W,HANSON,AVE, ,0,5433
S HARBOR AVE,S,HARBOR,AVE, ,9100,9399
N HARBOR DR,N,HARBOR,DR, ,150,225
N HARDING AVE,N,HARDING,AVE, ,240,6299
S HARDING AVE,S,HARDING,AVE, ,1200,11099
N HARLEM AVE,N,HARLEM,AVE, ,1600,7598
S HARLEM AVE,S,HARLEM,AVE, ,5300,6499
S HARPER AVE,S,HARPER,AVE, ,5100,10499
S HARPER CT,S,HARPER,CT, ,5233,5245
W HARRINGTON LN,W,HARRINGTON,LN, ,4200,4299
E HARRISON ST,E,HARRISON,ST, ,1,99
W HARRISON ST,W,HARRISON,ST, ,1,5699
N HART ST,N,HART,ST, ,400,437
N HARTLAND CT,N,HARTLAND,CT, ,500,2799
S HARTWELL AVE,S,HARTWELL,AVE, ,6614,6699
S HARVARD AVE,S,HARVARD,AVE, ,6300,12699
N HASKINS AVE,N,HASKINS,AVE, ,7716,7799
W HASTINGS ST,W,HASTINGS,ST, ,1200,2199
N HAUL RD,N,HAUL,RD, ,0,0
W HAUL RD,W,HAUL,RD, ,0,0
N HAUSSEN CT,N,HAUSSEN,CT, ,3000,3199
W HAWTHORNE PL,W,HAWTHORNE,PL, ,500,599
W HAYES AVE,W,HAYES,AVE, ,6642,7099
E HAYES DR,E,HAYES,DR, ,1600,2159
W HAYFORD ST,W,HAYFORD,ST, ,3700,3999
S HAYNES CT,S,HAYNES,CT, ,2900,3099
N HAZEL ST,N,HAZEL,ST, ,4200,4599
S HEATH AVE,S,HEATH,AVE, ,1300,1399
W HENDERSON ST,W,HENDERSON,ST, ,1200,7046
N HENKE PL,N,HENKE,PL, ,6848,6951
W HENRY CT,W,HENRY,CT, ,2700,2799
W HERMIONE ST,W,HERMIONE,ST, ,6326,6399
N HERMITAGE AVE,N,HERMITAGE,AVE, ,35,7752
S HERMITAGE AVE,S,HERMITAGE,AVE, ,600,9099
S HERMOSA AVE,S,HERMOSA,AVE, ,10827,11499
N HIAWATHA AVE,N,HIAWATHA,AVE, ,6016,7150
N HICKORY AVE,N,HICKORY,AVE, ,1004,1399
W HIGGINS AVE,W,HIGGINS,AVE, ,5400,7845
W HIGGINS RD,W,HIGGINS,RD, ,7846,10709
W HIGH BRIDGE LN,W,HIGH BRIDGE,LN, ,4230,4299
W HIGHLAND AVE,W,HIGHLAND,AVE, ,1400,7299
W HILL ST,W,HILL,ST, ,144,399
S HILLOCK AVE,S,HILLOCK,AVE, ,2500,2999
N HINSDALE RD,N,HINSDALE,RD, ,6840,7015
W HIRSCH ST,W,HIRSCH,ST, ,2200,5999
W HOBART AVE,W,HOBART,AVE, ,6452,6999
W HOBBIE ST,W,HOBBIE,ST, ,500,699
N HOBSON AVE,N,HOBSON,AVE, ,2048,2099
S HOEY ST,S,HOEY,ST, ,2700,2729
W HOLBROOK ST,W,HOLBROOK,ST, ,6200,6399
N HOLDEN CT,N,HOLDEN,CT, ,1,99
S HOLDEN CT,S,HOLDEN,CT, ,500,8999
S HOLLAND RD,S,HOLLAND,RD, ,8300,9099
S HOLLETT DR,S,HOLLETT,DR, ,6800,7031
N HOLLY AVE,N,HOLLY,AVE, ,2000,2099
W HOLLYWOOD AVE,W,HOLLYWOOD,AVE, ,900,4499
N HOMAN AVE,N,HOMAN,AVE, ,200,1599
S HOMAN AVE,S,HOMAN,AVE, ,1,11698
N HOMAN BLVD,N,HOMAN,BLVD, ,1,199
W HOMER ST,W,HOMER,ST, ,1528,5731
S HOMEWOOD AVE,S,HOMEWOOD,AVE, ,10930,11505
N HONORE ST,N,HONORE,ST, ,900,7399
S HONORE ST,S,HONORE,ST, ,100,8899
W HOOD AVE,W,HOOD,AVE, ,1200,7799
N HOOKER ST,N,HOOKER,ST, ,932,1504
W HOPKINS PL,W,HOPKINS,PL, ,2000,2139
W HORTENSE AVE,W,HORTENSE,AVE, ,7400,7799
S HOUSTON AVE,S,HOUSTON,AVE, ,8000,13499
W HOWARD ST,W,HOWARD,ST, ,1300,7799
N HOWE ST,N,HOWE,ST, ,900,2099
W HOWLAND AVE,W,HOWLAND,AVE, ,2100,2199
S HOXIE AVE,S,HOXIE,AVE, ,3600,13759
N HOYNE AVE,N,HOYNE,AVE, ,1,7599
S HOYNE AVE,S,HOYNE,AVE, ,1,11160
S HOYT AVE,S,HOYT,AVE, ,3228,3299
E HUBBARD ST,E,HUBBARD,ST, ,1,121
W HUBBARD ST,W,HUBBARD,ST, ,1,4999
E HUBBARD LOWER ST,E,HUBBARD LOWER,ST, ,122,259
N HUDSON AVE,N,HUDSON,AVE, ,658,3199
N HUMBOLDT BLVD E,N,HUMBOLDT,BLVD,E,1601,2135
N HUMBOLDT BLVD W,N,HUMBOLDT,BLVD,W,1600,2198
N HUMBOLDT BLVD,N,HUMBOLDT,BLVD, ,1600,2199
N HUMBOLDT DR,N,HUMBOLDT,DR, ,1000,2198
W HUNT AVE,W,HUNT,AVE, ,2000,2099
W HUNTINGTON ST,W,HUNTINGTON,ST, ,6100,6399
W HURLBUT ST,W,HURLBUT,ST, ,6500,6999
E HURON ST,E,HURON,ST, ,1,499
W HURON ST,W,HURON,ST, ,1,5999
W HUTCHINSON ST,W,HUTCHINSON,ST, ,640,5599
W HYACINTH ST,W,HYACINTH,ST, ,6230,6399
E HYDE PARK BLVD,E,HYDE PARK,BLVD, ,800,1699
S HYDE PARK BLVD,S,HYDE PARK,BLVD, ,5100,5599
S HYDE PARK DR,S,HYDE PARK,DR, ,5600,5699
W I190 EXPY IB,W,I190,EXPY,IB,0,0
W I190 EXPY OB,W,I190,EXPY,OB,0,0
S I55 CICERO AV ER,S,I55 CICERO AV,ER, ,4500,4899
S I55 CICERO AV XR,S,I55 CICERO AV,XR, ,4500,4899
S I55 DAMEN AV XR,S,I55 DAMEN AV,XR, ,2000,2299
S I55 DAMEN ST ER,S,I55 DAMEN ST,ER, ,1800,1999
W I55 KEDZIE AV ER,W,I55 KEDZIE AV,ER, ,2800,3199
W I55 KEDZIE AV XR,W,I55 KEDZIE AV,XR, ,2800,3199
W I55 PULASKI RD ER,W,I55 PULASKI RD,ER, ,3700,4499
W I55 PULASKI RD XR,W,I55 PULASKI RD,XR, ,3725,4399
S I57 EXPY IB,S,I57,EXPY,IB,9900,11899
S I57 EXPY OB,S,I57,EXPY,OB,9900,11899
W I57 EXPY IB,W,I57,EXPY,IB,200,5509
W I57 EXPY OB,W,I57,EXPY,OB,200,5513
S I57 111TH ST ER,S,I57 111TH ST,ER, ,10932,11099
S I57 111TH ST XR,S,I57 111TH ST,XR, ,10850,11499
S I57 112TH ST ER,S,I57 112TH ST,ER, ,11252,11499
S I57 119TH ST ER,S,I57 119TH ST,ER, ,2014,11899
E I57 BISHOP FORD EXPY XR,E,I57 BISHOP FORD EXPY,XR, ,1,99
W I57 BISHOP FORD EXPY XR,W,I57 BISHOP FORD EXPY,XR, ,1,299
E I57 EXPY XR,E,I57 EXPY,XR, ,1,399
S I57 FORD 119TH ST XR,S,I57 FORD 119TH ST,XR, ,11534,11699
W I57 HALSTED ST ER,W,I57 HALSTED ST,ER, ,600,1099
W I57 HALSTED ST XR,W,I57 HALSTED ST,XR, ,532,999
S IB DAN RYAN SR,S,IB DAN RYAN,SR, ,2912,3041
W IB EISENHOWER OB DAN RYAN ER,W,IB EISENHOWER OB DAN RYAN,ER, ,800,819
W IB NORTHWEST TOLL,W,IB NORTHWEST,TOLL, ,8800,9199
W IBSEN ST,W,IBSEN,ST, ,7200,7699
E ILLINOIS ST,E,ILLINOIS,ST, ,1,599
W ILLINOIS ST,W,ILLINOIS,ST, ,1,399
E ILLINOIS LOWER ST,E,ILLINOIS LOWER,ST, ,136,229
W IMLAY ST,W,IMLAY,ST, ,6500,7099
S INDEPENDENCE BLVD,S,INDEPENDENCE,BLVD, ,600,1417
S INDEPENDENCE SQ,S,INDEPENDENCE,SQ, ,1346,1399
