FullName,Direction,Name,Suffix,SuffixDirection,MinAddress,MaxAddress
N INDIAN RD,N,INDIAN,RD, ,5700,6399
S INDIANA AVE,S,INDIANA,AVE, ,1200,13799
S INDIANA PKWY,S,INDIANA,PKWY, ,1300,1399
S INDIANAPOLIS AVE,S,INDIANAPOLIS,AVE, ,10000,10599
S INGLESIDE AVE,S,INGLESIDE,AVE, ,4700,13199
W INSTITUTE PL,W,INSTITUTE,PL, ,200,399
N IONIA AVE,N,IONIA,AVE, ,6000,7199
W IOWA ST,W,IOWA,ST, ,516,5999
N IRENE AVE,N,IRENE,AVE, ,3200,3299
S IRON ST,S,IRON,ST, ,3300,3899
S IRVING AVE,S,IRVING,AVE, ,3900,3999
W IRVING PARK DR,W,IRVING PARK,DR, ,500,599
W IRVING PARK RD,W,IRVING PARK,RD, ,600,12399
W ISHAM AVE,W,ISHAM,AVE, ,7400,7699
E JACKSON BLVD,E,JACKSON,BLVD, ,1,99
W JACKSON BLVD,W,JACKSON,BLVD, ,1,5999
E JACKSON DR,E,JACKSON,DR, ,100,399
W JAMES ST,W,JAMES,ST, ,2000,2199
W JAMES M ROCHFORD ST,W,JAMES M ROCHFORD,ST, ,700,799
N JANSSEN AVE,N,JANSSEN,AVE, ,2200,4999
W JARLATH ST,W,JARLATH,ST, ,2600,7799
W JARVIS AVE,W,JARVIS,AVE, ,1200,7799
S JASPER PL,S,JASPER,PL, ,3600,3699
N JEAN AVE,N,JEAN,AVE, ,6700,6899
N JEFFERSON ST,N,JEFFERSON,ST, ,1,499
S JEFFERSON ST,S,JEFFERSON,ST, ,1,2199
S JEFFERY AVE,S,JEFFERY,AVE, ,9100,13799
S JEFFERY BLVD,S,JEFFERY,BLVD, ,6700,9099
S JEFFERY DR,S,JEFFERY,DR, ,6600,6699
S JENSEN BLVD,S,JENSEN,BLVD, ,300,631
W JEROME ST,W,JEROME,ST, ,2517,7750
N JERSEY AVE,N,JERSEY,AVE, ,5600,6199
N JESSIE CT,N,JESSIE,CT, ,400,435
W JOHNSON RD,W,JOHNSON,RD, ,10300,10699
N JONES ST,N,JONES,ST, ,2600,2699
W JONQUIL TER,W,JONQUIL,TER, ,1400,1728
S JOURDAN CT,S,JOURDAN,CT, ,1900,1999
W JOYCE LN,W,JOYCE,LN, ,6200,6299
W JULIA CT,W,JULIA,CT, ,2700,2799
W JULIAN ST,W,JULIAN,ST, ,1600,1799
W JUNEWAY TER,W,JUNEWAY,TER, ,1400,1833
W JUNIOR TER,W,JUNIOR,TER, ,642,899
N JUSTINE ST,N,JUSTINE,ST, ,200,399
S JUSTINE ST,S,JUSTINE,ST, ,3300,12299
W KAMERLING AVE,W,KAMERLING,AVE, ,4000,5599
S KANST DR,S,KANST,DR, ,6800,7027
N KARLOV AVE,N,KARLOV,AVE, ,1,6399
S KARLOV AVE,S,KARLOV,AVE, ,1,8699
N KASSON AVE,N,KASSON,AVE, ,4424,4733
N KEARSARGE AVE,N,KEARSARGE,AVE, ,2900,3018
N KEATING AVE,N,KEATING,AVE, ,1400,6399
S KEATING AVE,S,KEATING,AVE, ,4200,8699
N KEDVALE AVE,N,KEDVALE,AVE, ,800,6399
S KEDVALE AVE,S,KEDVALE,AVE, ,600,8699
N KEDZIE AVE,N,KEDZIE,AVE, ,1,7599
S KEDZIE AVE,S,KEDZIE,AVE, ,1,11499
N KEDZIE BLVD E,N,KEDZIE,BLVD,E,2215,2543
N KEDZIE BLVD W,N,KEDZIE,BLVD,W,2206,2548
N KEDZIE BLVD,N,KEDZIE,BLVD, ,2144,2599
S KEEFE AVE,S,KEEFE,AVE, ,6806,6899
N KEELER AVE,N,KEELER,AVE, ,1,6399
S KEELER AVE,S,KEELER,AVE, ,1,8699
S KEELEY ST,S,KEELEY,ST, ,2800,3099
N KEENE AVE,N,KEENE,AVE, ,6200,6299
N KELSO AVE,N,KELSO,AVE, ,4600,4799
W KEMPER PL,W,KEMPER,PL, ,600,699
N KENMORE AVE,N,KENMORE,AVE, ,1836,6521
N KENNEDY EXPY IB,N,KENNEDY,EXPY,IB,1,5531
N KENNEDY EXPY OB,N,KENNEDY,EXPY,OB,1,5536
S KENNEDY EXPY IB,S,KENNEDY,EXPY,IB,1,509
S KENNEDY EXPY OB,S,KENNEDY,EXPY,OB,1,509
W KENNEDY EXPY OB,W,KENNEDY,EXPY,OB,6200,9799
W KENNEDY EXPY IB,W,KENNEDY,EXPY,IB,6200,10199
N KENNEDY SR,N,KENNEDY,SR, ,2640,4151
S KENNEDY ADAMS ST ER,S,KENNEDY ADAMS ST,ER, ,11,199
S KENNEDY ADAMS ST XR,S,KENNEDY ADAMS ST,XR, ,13,199
N KENNEDY ADDISON ST ER,N,KENNEDY ADDISON ST,ER, ,3400,3699
N KENNEDY ADDISON ST XR,N,KENNEDY ADDISON ST,XR, ,3400,3799
N KENNEDY ARMITAGE AV ER,N,KENNEDY ARMITAGE AV,ER, ,1900,2099
N KENNEDY ARMITAGE AV XR,N,KENNEDY ARMITAGE AV,XR, ,1900,2099
N KENNEDY AUGUSTA BL XR,N,KENNEDY AUGUSTA BL,XR, ,846,959
W KENNEDY AUGUSTA BL XR,W,KENNEDY AUGUSTA BL,XR, ,1300,1399
N KENNEDY BELMONT AV XR,N,KENNEDY BELMONT AV,XR, ,3100,3199
N KENNEDY BRYN MAWR AV XR,N,KENNEDY BRYN MAWR AV,XR, ,5513,5599
N KENNEDY CALIFORNIA AV ER,N,KENNEDY CALIFORNIA AV,ER, ,2900,2999
N KENNEDY CALIFORNIA AV XR,N,KENNEDY CALIFORNIA AV,XR, ,2816,2999
N KENNEDY CENTRAL AV ER,N,KENNEDY CENTRAL AV,ER, ,5056,5099
N KENNEDY CENTRAL AV XR,N,KENNEDY CENTRAL AV,XR, ,5042,5199
N KENNEDY CUMBERLAND AV ER,N,KENNEDY CUMBERLAND AV,ER, ,5800,5898
W KENNEDY CUMBERLAND AV ER,W,KENNEDY CUMBERLAND AV,ER, ,8200,8599
N KENNEDY CUMBERLAND AV XR,N,KENNEDY CUMBERLAND AV,XR, ,5700,5815
W KENNEDY CUMBERLAND AV XR,W,KENNEDY CUMBERLAND AV,XR, ,8200,8599
N KENNEDY DAMEN AV ER,N,KENNEDY DAMEN AV,ER, ,2110,2199
N KENNEDY DAMEN AV XR,N,KENNEDY DAMEN AV,XR, ,2154,2299
N KENNEDY DIVERSEY AV ER,N,KENNEDY DIVERSEY AV,ER, ,2700,2799
N KENNEDY DIVERSEY AV XR,N,KENNEDY DIVERSEY AV,XR, ,2640,2799
N KENNEDY DIVISION ST ER,N,KENNEDY DIVISION ST,ER, ,1034,1399
N KENNEDY DIVISION ST XR,N,KENNEDY DIVISION ST,XR, ,1036,1399
N KENNEDY EXPRESS ER,N,KENNEDY EXPRESS,ER, ,4404,4499
N KENNEDY EXPRESS RL,N,KENNEDY EXPRESS,RL, ,608,4403
N KENNEDY FOSTER AV ER,N,KENNEDY FOSTER AV,ER, ,5130,5299
N KENNEDY FOSTER AV XR,N,KENNEDY FOSTER AV,XR, ,5108,5199
N KENNEDY FULLERTON AV ER,N,KENNEDY FULLERTON AV,ER, ,2338,2599
N KENNEDY FULLERTON AV XR,N,KENNEDY FULLERTON AV,XR, ,2310,2599
W KENNEDY HARLEM AV ER,W,KENNEDY HARLEM AV,ER, ,7008,7199
W KENNEDY HARLEM AV XR,W,KENNEDY HARLEM AV,XR, ,7004,7499
N KENNEDY HARLEM AV IB ER,N,KENNEDY HARLEM AV IB,ER, ,5533,5599
W KENNEDY HARLEM AV OB ER,W,KENNEDY HARLEM AV OB,ER, ,7200,7399
W KENNEDY HIGGINS RD XR,W,KENNEDY HIGGINS RD,XR, ,7631,7799
N KENNEDY IB ER,N,KENNEDY IB,ER, ,4536,4799
S KENNEDY IB EISENHOWER IB ER,S,KENNEDY IB EISENHOWER IB,ER, ,310,499
W KENNEDY IB EISENHOWER IB ER,W,KENNEDY IB EISENHOWER IB,ER, ,714,799
N KENNEDY IRVING PARK RD ER,N,KENNEDY IRVING PARK RD,ER, ,3904,4099
N KENNEDY IRVING PARK RD XR,N,KENNEDY IRVING PARK RD,XR, ,3924,3999
S KENNEDY JACKSON BL ER,S,KENNEDY JACKSON BL,ER, ,116,299
S KENNEDY JACKSON BL XR,S,KENNEDY JACKSON BL,XR, ,1,299
N KENNEDY KEDZIE AV ER,N,KENNEDY KEDZIE AV,ER, ,3050,3199
N KENNEDY KEELER AV ER,N,KENNEDY KEELER AV,ER, ,4100,4198
N KENNEDY KEELER AV XR,N,KENNEDY KEELER AV,XR, ,4022,4199
N KENNEDY KIMBALL AV ER,N,KENNEDY KIMBALL AV,ER, ,3228,3399
N KENNEDY KIMBALL AV XR IB,N,KENNEDY KIMBALL AV,XR,IB,3242,3399
N KENNEDY KIMBALL AV XR OB,N,KENNEDY KIMBALL AV,XR,OB,3216,3399
N KENNEDY KOSTNER AV XR,N,KENNEDY KOSTNER AV,XR, ,4152,4299
N KENNEDY LAKE ST ER,N,KENNEDY LAKE ST,ER, ,118,199
N KENNEDY LAKE ST XR,N,KENNEDY LAKE ST,XR, ,128,199
N KENNEDY LAWRENCE AV ER,N,KENNEDY LAWRENCE AV,ER, ,4726,4899
N KENNEDY LAWRENCE AV XR,N,KENNEDY LAWRENCE AV,XR, ,4712,4899
N KENNEDY LOGAN BL XR,N,KENNEDY LOGAN BL,XR, ,2500,2599
N KENNEDY MADISON ST XR,N,KENNEDY MADISON ST,XR, ,1,199
S KENNEDY MADISON ST XR,S,KENNEDY MADISON ST,XR, ,1,199
N KENNEDY MILWAUKEE AV ER,N,KENNEDY MILWAUKEE AV,ER, ,850,999
S KENNEDY MONROE ST ER,S,KENNEDY MONROE ST,ER, ,1,299
N KENNEDY MONROE ST XR,N,KENNEDY MONROE ST,XR, ,1,99
S KENNEDY MONROE ST XR,S,KENNEDY MONROE ST,XR, ,1,299
N KENNEDY MONTROSE AV ER,N,KENNEDY MONTROSE AV,ER, ,4226,4399
N KENNEDY MONTROSE AV XR,N,KENNEDY MONTROSE AV,XR, ,4252,4399
W KENNEDY NAGLE AV ER,W,KENNEDY NAGLE AV,ER, ,6211,6599
W KENNEDY NAGLE AV XR,W,KENNEDY NAGLE AV,XR, ,6508,6599
N KENNEDY NORTH AV ER,N,KENNEDY NORTH AV,ER, ,1450,1799
N KENNEDY NORTH AV XR,N,KENNEDY NORTH AV,XR, ,1434,1799
S KENNEDY OB EISENHOWER OB ER,S,KENNEDY OB EISENHOWER OB,ER, ,310,899
N KENNEDY OB JFK EXPRESS LANES ER,N,KENNEDY OB JFK EXPRESS LANES,ER, ,608,699
N KENNEDY OGDEN AV ER,N,KENNEDY OGDEN AV,ER, ,722,799
N KENNEDY OHIO FEEDER XR OB,N,KENNEDY OHIO FEEDER,XR,OB,500,599
N KENNEDY OHIO FEEDER XR IB,N,KENNEDY OHIO FEEDER,XR,IB,600,699
W KENNEDY OHIO FEEDER XR IB,W,KENNEDY OHIO FEEDER,XR,IB,904,1009
W KENNEDY ONTARIO ST ER,W,KENNEDY ONTARIO ST,ER, ,340,807
N KENNEDY ONTARIO ST NB ER,N,KENNEDY ONTARIO ST NB,ER, ,640,699
W KENNEDY ONTARIO ST NB ER,W,KENNEDY ONTARIO ST NB,ER, ,808,1019
N KENNEDY ONTARIO ST SB ER,N,KENNEDY ONTARIO ST SB,ER, ,504,699
W KENNEDY ONTARIO ST SB ER,W,KENNEDY ONTARIO ST SB,ER, ,808,1099
N KENNEDY PULASKI RD ER,N,KENNEDY PULASKI RD,ER, ,3800,3899
N KENNEDY PULASKI RD XR,N,KENNEDY PULASKI RD,XR, ,3828,3999
N KENNEDY RACINE AV XR,N,KENNEDY RACINE AV,XR, ,720,899
N KENNEDY RANDOLPH ST ER,N,KENNEDY RANDOLPH ST,ER, ,24,299
N KENNEDY RANDOLPH ST XR,N,KENNEDY RANDOLPH ST,XR, ,28,299
N KENNEDY SACRAMENTO AV ER,N,KENNEDY SACRAMENTO AV,ER, ,2826,2999
W KENNEDY SAYRE AV ER,W,KENNEDY SAYRE AV,ER, ,6757,6999
W KENNEDY SAYRE AV XR,W,KENNEDY SAYRE AV,XR, ,6736,6899
N KENNEDY WASHINGTON BL ER,N,KENNEDY WASHINGTON BL,ER, ,1,199
N KENNEDY WASHINGTON BL XR,N,KENNEDY WASHINGTON BL,XR, ,1,199
S KENNEDY WASHINGTON BL XR,S,KENNEDY WASHINGTON BL,XR, ,1,99
N KENNEDY WESTERN AV ER,N,KENNEDY WESTERN AV,ER, ,2450,2599
N KENNEDY WILSON AV ER,N,KENNEDY WILSON AV,ER, ,4424,4599
N KENNEDY WILSON AV XR,N,KENNEDY WILSON AV,XR, ,4600,4799
N KENNETH AVE,N,KENNETH,AVE, ,200,5999
S KENNETH AVE,S,KENNETH,AVE, ,700,8699
N KENNICOTT AVE,N,KENNICOTT,AVE, ,4500,4728
N KENNISON AVE,N,KENNISON,AVE, ,5000,5099
N KENOSHA AVE,N,KENOSHA,AVE, ,2900,3199
E KENSINGTON AVE,E,KENSINGTON,AVE, ,100,820
N KENTON AVE,N,KENTON,AVE, ,1,5899
S KENTON AVE,S,KENTON,AVE, ,1,8699
N KENTON CT,N,KENTON,CT, ,3854,3899
N KENTUCKY AVE,N,KENTUCKY,AVE, ,4800,4999
S KENWOOD AVE,S,KENWOOD,AVE, ,4700,9399
N KEOKUK AVE,N,KEOKUK,AVE, ,4400,4543
N KEOTA AVE,N,KEOTA,AVE, ,6600,6799
N KERBS AVE,N,KERBS,AVE, ,5600,5799
N KERCHEVAL AVE,N,KERCHEVAL,AVE, ,5700,5799
S KERFOOT AVE,S,KERFOOT,AVE, ,8300,8447
N KEWANEE AVE,N,KEWANEE,AVE, ,4700,4799
N KEYSTONE AVE,N,KEYSTONE,AVE, ,100,6399
N KILBOURN AVE,N,KILBOURN,AVE, ,1,6199
S KILBOURN AVE,S,KILBOURN,AVE, ,1,8699
N KILDARE AVE,N,KILDARE,AVE, ,1,6399
S KILDARE AVE,S,KILDARE,AVE, ,1,8699
S KILDARE BLVD,S,KILDARE,BLVD, ,4044,4699
N KILPATRICK AVE,N,KILPATRICK,AVE, ,1,6399
S KILPATRICK AVE,S,KILPATRICK,AVE, ,1,8699
N KIMBALL AVE,N,KIMBALL,AVE, ,1600,6225
S KIMBARK AVE,S,KIMBARK,AVE, ,4700,9399
N KIMBERLY AVE,N,KIMBERLY,AVE, ,5000,5099
N KINGSBURY ST,N,KINGSBURY,ST, ,401,2099
N KINGSDALE AVE,N,KINGSDALE,AVE, ,5700,5899
S KINGSTON AVE,S,KINGSTON,AVE, ,7300,9399
E KINZIE ST,E,KINZIE,ST, ,1,99
W KINZIE ST,W,KINZIE,ST, ,1,5499
N KINZUA AVE,N,KINZUA,AVE, ,6401,6799
N KIONA AVE,N,KIONA,AVE, ,4600,4753
N KIRBY AVE,N,KIRBY,AVE, ,5800,5899
S KIRKLAND AVE,S,KIRKLAND,AVE, ,2200,8099
N KIRKWOOD AVE,N,KIRKWOOD,AVE, ,6030,6399
N KNOX AVE,N,KNOX,AVE, ,2200,6399
S KNOX AVE,S,KNOX,AVE, ,4200,8699
N KOLIN AVE,N,KOLIN,AVE, ,200,1599
S KOLIN AVE,S,KOLIN,AVE, ,1200,8699
N KOLMAR AVE,N,KOLMAR,AVE, ,200,6399
S KOLMAR AVE,S,KOLMAR,AVE, ,300,8699
S KOMENSKY AVE,S,KOMENSKY,AVE, ,1200,8699
N KOSTNER AVE,N,KOSTNER,AVE, ,1,6399
S KOSTNER AVE,S,KOSTNER,AVE, ,1,8699
S KREITER AVE,S,KREITER,AVE, ,9347,9499
N KRUGER AVE,N,KRUGER,AVE, ,4800,4960
N LA CROSSE AVE,N,LA CROSSE,AVE, ,148,6399
S LA CROSSE AVE,S,LA CROSSE,AVE, ,4400,6499
E LA SALLE DR,E,LA SALLE,DR, ,1,199
N LA SALLE DR,N,LA SALLE,DR, ,300,1726
W LA SALLE DR,W,LA SALLE,DR, ,1,149
N LA SALLE ST,N,LA SALLE,ST, ,1,311
S LA SALLE ST,S,LA SALLE,ST, ,1,12599
N LA SALLE DR ER,N,LA SALLE DR,ER, ,1616,1699
N LA SALLE LOWER ST,N,LA SALLE LOWER,ST, ,312,349
N LACEY AVE,N,LACEY,AVE, ,5700,5899
S LAFAYETTE AVE,S,LAFAYETTE,AVE, ,5500,12399
S LAFAYETTE ST,S,LAFAYETTE,ST, ,7000,7021
S LAFLIN PL,S,LAFLIN,PL, ,3600,3699
N LAFLIN ST,N,LAFLIN,ST, ,200,399
S LAFLIN ST,S,LAFLIN,ST, ,1,12299
E LAKE ST,E,LAKE,ST, ,1,199
W LAKE ST,W,LAKE,ST, ,1,5999
S LAKE CALUMET HARBOR ENT,S,LAKE CALUMET HARBOR ENT, , ,12700,12899
E LAKE LOWER ST,E,LAKE LOWER,ST, ,200,299
S LAKE PARK AVE W,S,LAKE PARK,AVE,W,5300,5399
S LAKE PARK AVE,S,LAKE PARK,AVE, ,2500,5698
E LAKE SHORE DR,E,LAKE SHORE,DR, ,140,299
N LAKE SHORE DR,N,LAKE SHORE,DR, ,328,3959
N LAKE SHORE DR NB,N,LAKE SHORE,DR,NB,1,5699
N LAKE SHORE DR SB,N,LAKE SHORE,DR,SB,1,5699
S LAKE SHORE DR W,S,LAKE SHORE,DR,W,5000,5099
S LAKE SHORE DR SB,S,LAKE SHORE,DR,SB,1,5637
S LAKE SHORE DR NB,S,LAKE SHORE,DR,NB,1,5637
S LAKE SHORE DR,S,LAKE SHORE,DR, ,5638,6299
N LAKE SHORE SR,N,LAKE SHORE,SR, ,5507,5599
N LAKE SHORE DR RAMP,N,LAKE SHORE DR RAMP, , ,328,399
N LAKE SHORE LOWER DR,N,LAKE SHORE LOWER,DR, ,400,499
N LAKEFRONT DR,N,LAKEFRONT,DR, ,1,331
S LAKEFRONT DR,S,LAKEFRONT,DR, ,1,59
W LAKESIDE PL,W,LAKESIDE,PL, ,746,999
N LAKEVIEW AVE,N,LAKEVIEW,AVE, ,2400,2799
N LAKEWOOD AVE,N,LAKEWOOD,AVE, ,2056,6939
N LAMBERT AVE,N,LAMBERT,AVE, ,5700,5718
N LAMON AVE,N,LAMON,AVE, ,1,5484
S LAMON AVE,S,LAMON,AVE, ,900,6499
N LANDERS AVE,N,LANDERS,AVE, ,5900,6199
S LANGLEY AVE,S,LANGLEY,AVE, ,3730,13399
N LANSING AVE,N,LANSING,AVE, ,5700,5899
N LAPORTE AVE,N,LAPORTE,AVE, ,148,5499
S LAPORTE AVE,S,LAPORTE,AVE, ,4300,6499
N LARAMIE AVE,N,LARAMIE,AVE, ,1,5713
S LARAMIE AVE W,S,LARAMIE,AVE,W,1000,1004
S LARAMIE AVE OP,S,LARAMIE,AVE,OP,1000,1163
S LARAMIE AVE,S,LARAMIE,AVE, ,1,6399
W LARCHMONT AVE,W,LARCHMONT,AVE, ,1800,4533
N LARNED AVE,N,LARNED,AVE, ,5200,5399
N LARRABEE ST,N,LARRABEE,ST, ,658,2199
N LAS CASAS AVE,N,LAS CASAS,AVE, ,5657,5699
N LATHAM AVE,N,LATHAM,AVE, ,5432,5499
N LATROBE AVE,N,LATROBE,AVE, ,1,5738
S LATROBE AVE,S,LATROBE,AVE, ,5100,6499
N LAVERGNE AVE,N,LAVERGNE,AVE, ,1,5199
S LAVERGNE AVE,S,LAVERGNE,AVE, ,1,6499
N LAWLER AVE,N,LAWLER,AVE, ,400,5499
S LAWLER AVE,S,LAWLER,AVE, ,4400,6448
N LAWNDALE AVE,N,LAWNDALE,AVE, ,400,6399
S LAWNDALE AVE,S,LAWNDALE,AVE, ,600,11431
W LAWRENCE AVE,W,LAWRENCE,AVE, ,748,9199
W LAWRENCE DR,W,LAWRENCE,DR, ,500,751
N LAWRENCE WILSON DR,N,LAWRENCE WILSON,DR, ,4600,4799
N LE MAI AVE,N,LE MAI,AVE, ,6200,6445
W LE MOYNE DR,W,LE MOYNE,DR, ,2800,2829
W LE MOYNE ST,W,LE MOYNE,ST, ,1200,5999
N LEADER AVE,N,LEADER,AVE, ,5900,6359
N LEAMINGTON AVE,N,LEAMINGTON,AVE, ,100,5399
S LEAMINGTON AVE,S,LEAMINGTON,AVE, ,1,6323
N LEAVENWORTH AVE,N,LEAVENWORTH,AVE, ,5531,5599
N LEAVITT ST,N,LEAVITT,ST, ,1,6599
S LEAVITT ST,S,LEAVITT,ST, ,1,10699
N LECLAIRE AVE,N,LECLAIRE,AVE, ,1,5299
S LECLAIRE AVE,S,LECLAIRE,AVE, ,4400,6499
S LEE PKWY,S,LEE,PKWY, ,1900,1933
W LEE PL,W,LEE,PL, ,2000,2099
N LEGETT AVE,N,LEGETT,AVE, ,5900,6399
N LEHIGH AVE,N,LEHIGH,AVE, ,6300,7199
N LEHMANN CT,N,LEHMANN,CT, ,2700,2799
W LELAND AVE,W,LELAND,AVE, ,739,8799
N LEMONT AVE,N,LEMONT,AVE, ,5800,6399
N LENOX AVE,N,LENOX,AVE, ,6100,6398
N LEONA AVE,N,LEONA,AVE, ,6200,6411
N LEONARD AVE,N,LEONARD,AVE, ,5558,5964
N LEOTI AVE,N,LEOTI,AVE, ,6150,7051
N LEROY AVE,N,LEROY,AVE, ,6200,6499
N LESSING ST,N,LESSING,ST, ,800,899
N LESTER AVE,N,LESTER,AVE, ,4900,4999
W LEVEE ST,W,LEVEE,ST, ,1500,1568
W LEXINGTON ST,W,LEXINGTON,ST, ,540,5559
S LEYDEN AVE,S,LEYDEN,AVE, ,13700,13799
N LIANO AVE,N,LIANO,AVE, ,5200,5299
W LIBERTY ST,W,LIBERTY,ST, ,700,799
N LIEB AVE,N,LIEB,AVE, ,5190,5469
N LIGHTFOOT AVE,N,LIGHTFOOT,AVE, ,6600,6799
W LILL AVE,W,LILL,AVE, ,800,1499
N LINCOLN AVE,N,LINCOLN,AVE, ,1800,6399
N LINCOLN PLZ,N,LINCOLN,PLZ, ,1824,1859
N LINCOLN PARK   W,N,LINCOLN PARK, ,W,1800,2399
N LIND AVE,N,LIND,AVE, ,5200,5331
N LINDEN PL,N,LINDEN,PL, ,2400,2599
N LINDER AVE,N,LINDER,AVE, ,1400,5899
S LINDER AVE,S,LINDER,AVE, ,5100,6499
N LIPPS AVE,N,LIPPS,AVE, ,4800,4899
N LISTER AVE,N,LISTER,AVE, ,2200,2399
W LITHUANIAN PLAZA CT,W,LITHUANIAN PLAZA,CT, ,2400,2799
E LITTLE CALUMET RIVER,E,LITTLE CALUMET RIVER, , ,100,1499
S LITTLE CALUMET RIVER,S,LITTLE CALUMET RIVER, , ,12730,13399
W LITTLE CALUMET RIVER,W,LITTLE CALUMET RIVER, , ,1,1099
S LITUANICA AVE,S,LITUANICA,AVE, ,3100,3835
N LIVERMORE AVE,N,LIVERMORE,AVE, ,6200,6299
S LLOYD AVE,S,LLOYD,AVE, ,2930,3099
S LOCK ST,S,LOCK,ST, ,2800,3099
N LOCKWOOD AVE,N,LOCKWOOD,AVE, ,1,5799
S LOCKWOOD AVE,S,LOCKWOOD,AVE, ,1,6499
W LOCUST ST,W,LOCUST,ST, ,200,599
W LOGAN BLVD N,W,LOGAN,BLVD,N,2500,3112
W LOGAN BLVD S,W,LOGAN,BLVD,S,2431,3113
W LOGAN BLVD,W,LOGAN,BLVD, ,2217,3199
N LOLETA AVE,N,LOLETA,AVE, ,6600,6899
N LONDON AVE,N,LONDON,AVE, ,4729,4799
N LONG AVE,N,LONG,AVE, ,1,5599
S LONG AVE,S,LONG,AVE, ,732,6499
N LONGMEADOW AVE,N,LONGMEADOW,AVE, ,6364,6399
S LONGWOOD DR,S,LONGWOOD,DR, ,8700,11899
S LOOMIS BLVD,S,LOOMIS,BLVD, ,4700,8699
S LOOMIS PL,S,LOOMIS,PL, ,3600,3799
N LOOMIS ST,N,LOOMIS,ST, ,1,399
S LOOMIS ST,S,LOOMIS,ST, ,1,12299
S LOOP DR,S,LOOP,DR, ,5647,5733
N LOREL AVE,N,LOREL,AVE, ,1,2499
S LOREL AVE,S,LOREL,AVE, ,5100,6499
N LORING AVE,N,LORING,AVE, ,5200,5299
N LORIS PL,N,LORIS,PL, ,6920,6947
N LORON AVE,N,LORON,AVE, ,6600,6899
S LOTHAIR AVE,S,LOTHAIR,AVE, ,11118,11499
N LOTUS AVE,N,LOTUS,AVE, ,1,5599
S LOTUS AVE,S,LOTUS,AVE, ,1,5499
S LOUIE PKWY,S,LOUIE,PKWY, ,1900,1999
N LOUISE AVE,N,LOUISE,AVE, ,5800,6347
N LOVEJOY AVE,N,LOVEJOY,AVE, ,5100,5499
S LOWE AVE,S,LOWE,AVE, ,2400,12999
N LOWELL AVE,N,LOWELL,AVE, ,1600,6399
W LOWERLEVELT1 ST,W,LOWERLEVELT1,ST, ,0,0
W LOWERLEVELT2 ST,W,LOWERLEVELT2,ST, ,0,0
W LOWERLEVELT3 ST,W,LOWERLEVELT3,ST, ,0,0
W LOYOLA AVE,W,LOYOLA,AVE, ,1000,1999
W LOYOLA CT,W,LOYOLA,CT, ,1200,1214
S LSD 18TH DR ER,S,LSD 18TH DR,ER, ,1620,1999
S LSD 18TH DR XR,S,LSD 18TH DR,XR, ,1546,2099
S LSD 31ST ST ER,S,LSD 31ST ST,ER, ,2900,3199
S LSD 31ST ST XR,S,LSD 31ST ST,XR, ,2930,3199
S LSD 47TH ST ER,S,LSD 47TH ST,ER, ,4438,4799
S LSD 47TH ST XR,S,LSD 47TH ST,XR, ,4600,4699
S LSD 53RD ST XR,S,LSD 53RD ST,XR, ,5232,5299
N LSD BELMONT AV ER,N,LSD BELMONT AV,ER, ,3138,3299
N LSD BELMONT AV XR,N,LSD BELMONT AV,XR, ,3138,3299
N LSD BRYN MAWR AV XR,N,LSD BRYN MAWR AV,XR, ,5454,5599
S LSD COLUMBUS DR ER,S,LSD COLUMBUS DR,ER, ,1200,1499
S LSD COLUMBUS DR XR,S,LSD COLUMBUS DR,XR, ,1332,1499
S LSD FORT DEARBORN ER,S,LSD FORT DEARBORN,ER, ,3000,3099
N LSD FOSTER AV ER,N,LSD FOSTER AV,ER, ,5033,5199
N LSD FOSTER AV XR,N,LSD FOSTER AV,XR, ,5033,5199
N LSD FULLERTON AV ER,N,LSD FULLERTON AV,ER, ,2315,2499
N LSD FULLERTON AV XR,N,LSD FULLERTON AV,XR, ,2315,2499
N LSD GRAND AV ER,N,LSD GRAND AV,ER, ,530,699
N LSD ILLINOIS ST XR,N,LSD ILLINOIS ST,XR, ,390,499
N LSD IRVING PARK RD ER,N,LSD IRVING PARK RD,ER, ,3900,4199
N LSD IRVING PARK RD XR,N,LSD IRVING PARK RD,XR, ,3900,4199
N LSD LA SALLE ST ER,N,LSD LA SALLE ST,ER, ,1542,1799
N LSD LA SALLE ST XR,N,LSD LA SALLE ST,XR, ,1600,1799
N LSD LAWRENCE AV ER,N,LSD LAWRENCE AV,ER, ,4715,4899
N LSD LAWRENCE AV XR,N,LSD LAWRENCE AV,XR, ,4715,4899
E LSD LSD WACKER DR XR,E,LSD LSD WACKER DR,XR, ,500,599
N LSD MICHIGAN AV ER,N,LSD MICHIGAN AV,ER, ,1000,1299
N LSD MICHIGAN AV XR,N,LSD MICHIGAN AV,XR, ,1000,1299
N LSD MICHIGAN AVENUE XR,N,LSD MICHIGAN AVENUE,XR, ,1028,1061
S LSD MOE DR ER,S,LSD MOE DR,ER, ,3038,3099
N LSD MONTROSE AV ER,N,LSD MONTROSE AV,ER, ,4252,4499
N LSD MONTROSE AV XR,N,LSD MONTROSE AV,XR, ,4254,4499
E LSD NB STEVENSON OB ER,E,LSD NB STEVENSON OB,ER, ,500,577
S LSD NB STEVENSON OB ER,S,LSD NB STEVENSON OB,ER, ,2432,2799
